id,user_id,type,title,message,related_id,meta_data,read,created_at,updated_at,expires_at
1259,4,reservation_request,Nueva solicitud de reservación,"Alberto  Moreno (Comisionista) envió una solicitud de reservación para Coyoacan, Ciudad de Mexico - Taxqueña → Acapulco de Juarez, Guerrero - Terminal condesa",420,"{""requestId"":420,""tripId"":2395,""requesterName"":""Alberto  Moreno (Comisionista)"",""amount"":450,""passengers"":1}",false,2025-08-06 18:55:48.098786,2025-08-06 18:55:48.098786,2025-08-09 18:55:48.087
1260,6,reservation_request,Nueva solicitud de reservación,"Alberto  Moreno (Comisionista) envió una solicitud de reservación para Coyoacan, Ciudad de Mexico - Taxqueña → Acapulco de Juarez, Guerrero - Terminal condesa",420,"{""requestId"":420,""tripId"":2395,""requesterName"":""Alberto  Moreno (Comisionista)"",""amount"":450,""passengers"":1}",false,2025-08-06 18:55:48.220503,2025-08-06 18:55:48.220503,2025-08-09 18:55:48.088
1261,4,reservation_request,Nueva solicitud de reservación,"Alberto  Moreno (Comisionista) envió una solicitud de reservación para Coyoacan, Ciudad de Mexico - Taxqueña → Acapulco de Juarez, Guerrero - Terminal condesa",421,"{""requestId"":421,""tripId"":2395,""requesterName"":""Alberto  Moreno (Comisionista)"",""amount"":450,""passengers"":1}",false,2025-08-06 18:59:22.029869,2025-08-06 18:59:22.029869,2025-08-09 18:59:22.02
1262,3,reservation_request,Nueva solicitud de reservación,"Alberto  Moreno (Comisionista) envió una solicitud de reservación para Coyoacan, Ciudad de Mexico - Taxqueña → Acapulco de Juarez, Guerrero - Terminal condesa",421,"{""requestId"":421,""tripId"":2395,""requesterName"":""Alberto  Moreno (Comisionista)"",""amount"":450,""passengers"":1}",false,2025-08-06 18:59:22.031719,2025-08-06 18:59:22.031719,2025-08-09 18:59:22.02
1263,6,reservation_request,Nueva solicitud de reservación,"Alberto  Moreno (Comisionista) envió una solicitud de reservación para Coyoacan, Ciudad de Mexico - Taxqueña → Acapulco de Juarez, Guerrero - Terminal condesa",421,"{""requestId"":421,""tripId"":2395,""requesterName"":""Alberto  Moreno (Comisionista)"",""amount"":450,""passengers"":1}",false,2025-08-06 18:59:22.137031,2025-08-06 18:59:22.137031,2025-08-09 18:59:22.02
1264,3,reservation_request,Nueva solicitud de reservación,"Alberto  Moreno (Comisionista) envió una solicitud de reservación para Coyoacan, Ciudad de Mexico - Taxqueña → Acapulco de Juarez, Guerrero - Terminal condesa",422,"{""requestId"":422,""tripId"":2395,""requesterName"":""Alberto  Moreno (Comisionista)"",""amount"":450,""passengers"":1}",false,2025-08-06 19:00:26.326605,2025-08-06 19:00:26.326605,2025-08-09 19:00:26.314
1265,6,reservation_request,Nueva solicitud de reservación,"Alberto  Moreno (Comisionista) envió una solicitud de reservación para Coyoacan, Ciudad de Mexico - Taxqueña → Acapulco de Juarez, Guerrero - Terminal condesa",422,"{""requestId"":422,""tripId"":2395,""requesterName"":""Alberto  Moreno (Comisionista)"",""amount"":450,""passengers"":1}",false,2025-08-06 19:00:26.448265,2025-08-06 19:00:26.448265,2025-08-09 19:00:26.314
1266,4,reservation_request,Nueva solicitud de reservación,"Alberto  Moreno (Comisionista) envió una solicitud de reservación para Coyoacan, Ciudad de Mexico - Taxqueña → Acapulco de Juarez, Guerrero - Terminal condesa",422,"{""requestId"":422,""tripId"":2395,""requesterName"":""Alberto  Moreno (Comisionista)"",""amount"":450,""passengers"":1}",false,2025-08-06 19:00:26.461633,2025-08-06 19:00:26.461633,2025-08-09 19:00:26.314
1267,3,reservation_request,Nueva solicitud de reservación,"Alberto  Moreno (Comisionista) envió una solicitud de reservación para Acapulco de Juarez, Guerrero - Terminal condesa → Coyoacan, Ciudad de Mexico - Taxqueña",423,"{""requestId"":423,""tripId"":2025,""requesterName"":""Alberto  Moreno (Comisionista)"",""amount"":900,""passengers"":2}",false,2025-08-06 20:19:52.453892,2025-08-06 20:19:52.453892,2025-08-09 20:19:52.442
1268,4,reservation_request,Nueva solicitud de reservación,"Alberto  Moreno (Comisionista) envió una solicitud de reservación para Acapulco de Juarez, Guerrero - Terminal condesa → Coyoacan, Ciudad de Mexico - Taxqueña",423,"{""requestId"":423,""tripId"":2025,""requesterName"":""Alberto  Moreno (Comisionista)"",""amount"":900,""passengers"":2}",false,2025-08-06 20:19:52.456225,2025-08-06 20:19:52.456225,2025-08-09 20:19:52.443
1269,6,reservation_request,Nueva solicitud de reservación,"Alberto  Moreno (Comisionista) envió una solicitud de reservación para Acapulco de Juarez, Guerrero - Terminal condesa → Coyoacan, Ciudad de Mexico - Taxqueña",423,"{""requestId"":423,""tripId"":2025,""requesterName"":""Alberto  Moreno (Comisionista)"",""amount"":900,""passengers"":2}",false,2025-08-06 20:19:52.57928,2025-08-06 20:19:52.57928,2025-08-09 20:19:52.443
1270,4,reservation_request,Nueva solicitud de reservación,"Dulce  Perez (Comisionista) envió una solicitud de reservación para Acapulco de Juarez, Guerrero - Terminal condesa → Coyoacan, Ciudad de Mexico - Taxqueña",424,"{""requestId"":424,""tripId"":2099,""requesterName"":""Dulce  Perez (Comisionista)"",""amount"":450,""passengers"":1}",false,2025-08-06 23:47:37.333414,2025-08-06 23:47:37.333414,2025-08-09 23:47:37.325
